index,question,ground_truth_id,naive_id,tri_id,naive_hit,tri_hit,naive_conf_score,tri_conf_score
669,Motor performance in chronic low back pain: is there an influence of pain-related cognitions?,21951591,21951591,21951591,1,1,8.5589,8.5589
670,Patient comprehension of emergency department care and instructions: are patients aware of when they do not understand?,18619710,18619710,18619710,1,1,8.1499,8.1499
671,Can mandibular depiction be improved by changing the thickness of double-oblique computed tomography images?,18784527,18784527,18784527,1,1,8.4047,8.4047
672,Adjuvant radiation of stage III thymoma: is it necessary?,15919266,15919266,15919266,1,1,6.2526,6.2526
673,Inhibin: a new circulating marker of hydatidiform mole?,2503176,2503176,2503176,1,1,4.4531,4.4531
674,Is the fibronectin-aggrecan complex present in cervical disk disease?,22108230,22108230,23490723,1,0,6.0759,6.4761
675,Does peritoneal dialysis affect halitosis in patients with end-stage renal disease?,20338971,20338971,20338971,1,1,6.3218,6.3218
676,Can elevated troponin I levels predict complicated clinical course and inhospital mortality in patients with acute pulmonary embolism?,17276801,17276801,17276801,1,1,8.2897,8.2897
677,Is transurethral catheterisation the ideal method of bladder drainage?,20497880,20497880,20497880,1,1,7.4662,7.4662
678,The colour of pain: can patients use colour to describe osteoarthritis pain?,23495128,23495128,23495128,1,1,8.9053,8.9053
679,Inpatient Pediatric Tonsillectomy: Does Hospital Type Affect Cost and Outcomes of Care?,26701174,26701174,26701174,1,1,5.9437,5.9437
680,Does anterior laxity of the uninjured knee influence clinical outcomes of ACL reconstruction?,24695920,24695920,24695920,1,1,7.4160,7.4160
681,Is the type of remission after a major depressive episode an important risk factor to relapses in a 4-year follow up?,15488260,15488260,15488260,1,1,6.5983,6.5983
682,Prostate-specific antigen and free prostate-specific antigen in the early detection of prostate cancer: do combination tests improve detection?,15466981,9222305,15466981,0,1,2.0191,7.4480
683,Can homemade alcohol (Raksi) be useful for preserving dead bodies?,18603989,18603989,18603989,1,1,4.5428,4.5428
684,Do elderly cancer patients have different care needs compared with younger ones?,21789019,21789019,21789019,1,1,8.0761,8.0761
685,Is breast cancer survival improving?,14692023,14692023,14692023,1,1,7.2512,7.2512
686,Can common carotid intima media thickness serve as an indicator of both cardiovascular phenotype and risk among black Africans?,25150098,25150098,25150098,1,1,8.8737,8.8737
687,Delayed diagnosis of anorectal malformations: are current guidelines sufficient?,20337874,20337874,20337874,1,1,5.6752,5.6752
688,Is being small for gestational age a risk factor for retinopathy of prematurity?,19198736,19198736,19198736,1,1,7.1133,7.1133
689,Comparative safety of infliximab and etanercept on the risk of serious infections: does the association vary by patient characteristics?,22411435,22411435,22411435,1,1,7.1198,7.1198
690,Fast foods - are they a risk factor for asthma?,16266387,16266387,23319429,1,0,1.6719,3.6082
691,Can magnetic resonance-ultrasound fusion biopsy improve cancer detection in enlarged prostates?,23792130,23792130,23792130,1,1,8.2097,8.2097
692,Does normothermic normokalemic simultaneous antegrade/retrograde perfusion improve myocardial oxygenation and energy metabolism for hypertrophied hearts?,17462393,17462393,17462393,1,1,9.5067,9.5067
693,Are there progressive brain changes in schizophrenia?,21457946,21457946,22534419,1,0,6.2385,8.1033
694,Does concept mapping enhance learning outcome of nursing students?,26383908,26383908,26383908,1,1,6.7450,6.7450
695,Is the Androgen Deficiency of Aging Men (ADAM) questionnaire useful for the screening of partial androgenic deficiency of aging men?,19481382,19481382,19481382,1,1,6.9448,6.9448
696,Does the Transmissible Liability Index (TLI) assessed in late childhood predict suicidal symptoms at young adulthood?,25699562,25699562,25699562,1,1,9.3938,9.3938
697,Are there gender differences in the reasons why African Americans delay in seeking medical help for symptoms of an acute myocardial infarction?,17682349,17682349,17682349,1,1,8.9887,8.9887
698,Does histologic chorioamnionitis correspond to clinical chorioamnionitis?,18251357,18251357,18251357,1,1,5.5819,5.5819
699,"Are lifetime prevalence of impetigo, molluscum and herpes infection really increased in children having atopic dermatitis?",20971618,20971618,20971618,1,1,6.0828,6.0828
700,Does sonographic needle guidance affect the clinical outcome of intraarticular injections?,19648304,19648304,19648304,1,1,8.9428,8.9428
701,Pancreas retransplantation:  a second chance for diabetic patients?,23222920,23222920,23222920,1,1,5.5636,5.5636
702,Factors determining the survival of nasopharyngeal carcinoma with lung metastasis alone: does combined modality treatment benefit?,21864397,21864397,21864397,1,1,8.7612,8.7612
703,Do viral infections have a role in benign paroxysmal positional vertigo?,26601554,26601554,26601554,1,1,8.3798,8.3798
704,Does the enteral feeding advancement affect short-term outcomes in very low birth weight infants?,19322056,16027693,19322056,0,1,3.8725,8.7640
705,Is late-night salivary cortisol a better screening test for possible cortisol excess than standard screening tests in obese patients with Type 2 diabetes?,22522271,22522271,22522271,1,1,6.6914,6.6914
706,Does psychological distress predict disability?,9363529,9363529,9363529,1,1,7.5889,7.5889
707,Does preloading with colloids prevent hemodynamic changes when neurosurgical patients are subsequently changed to the seated position?,15962678,15962678,15962678,1,1,6.0244,6.0244
708,Does continuous intravenous infusion of low-concentration epinephrine impair uterine blood flow in pregnant ewes?,7547656,7547656,7547656,1,1,6.5581,6.5581
709,Is there a first night effect on sleep bruxism?,24235894,24235894,24235894,1,1,7.4309,7.4309
710,Does menopausal transition affect the quality of life?,17429333,19720481,17429333,0,1,-2.2926,6.2989
711,Can clinicians use the PHQ-9 to assess depression in people with vision loss?,19156007,19156007,19156007,1,1,5.5630,5.5630
712,Should all human immunodeficiency virus-infected patients with end-stage renal disease be excluded from transplantation?,9603166,9603166,9603166,1,1,9.6595,9.6595
713,Is the 7th TNM edition suitable for biological predictor in early gastric cancer?,24298614,24298614,25549339,1,0,4.1839,5.1773
714,Does growth hormone replacement therapy reduce mortality in adults with growth hormone deficiency?,21849531,21849531,9721471,1,0,5.2565,6.4802
715,Attaining negative margins in breast-conservation operations: is there a consensus among breast surgeons?,19854401,19854401,19854401,1,1,7.6875,7.6875
716,Can serum be used for analyzing the EGFR mutation status in patients with advanced non-small cell lung cancer?,22237146,22237146,22237146,1,1,9.0999,9.0999
717,Do Web-based and clinic samples of gay men living with HIV differ on self-reported physical and psychological symptoms?,25793749,25793749,25793749,1,1,6.7909,6.7909
718,Are patients with diabetes receiving the same message from dietitians and nurses?,15095519,15095519,14632716,1,0,-0.6006,-0.5796
719,Preparing patients at high risk of falls for discharge home after rehabilitation: Do we meet the guidelines?,25981682,25981682,25981682,1,1,6.3407,6.3407
720,"Expression of c-kit protooncogen in hepatitis B virus-induced chronic hepatitis, cirrhosis and hepatocellular carcinoma: has it a diagnostic role?",18284441,18284441,18284441,1,1,6.6574,6.6574
721,Longer term quality of life and outcome in stroke patients: is the Barthel index alone an adequate measure of outcome?,10173769,10173769,10173769,1,1,7.1583,7.1583
722,Do women residents delay childbearing due to perceived career threats?,20354380,20354380,20354380,1,1,5.0894,5.0894
723,Do general practitioner hospitals reduce the utilisation of general hospital beds?,9616411,9616411,9616411,1,1,5.1148,5.1148
724,Some aspects of social exclusion: do they influence suicide mortality?,22205377,22205377,22205377,1,1,5.5241,5.5241
725,Does parity increase insulin resistance during pregnancy?,16241924,16241924,16241924,1,1,6.3159,6.3159
726,Informed consent for total hip arthroplasty: does a written information sheet improve recall by patients?,12484580,12484580,12484580,1,1,8.3013,8.3013
727,Is gastric cancer different in Korea and the United States?,24599411,11147594,24599411,0,1,2.5053,4.1195
728,Do we need imaging to diagnose appendicitis in children?,23860049,23860049,23860049,1,1,7.0779,7.0779
729,Discharging patients earlier from Winnipeg hospitals: does it adversely affect quality of care?,7664228,7664228,20177036,1,0,0.1774,3.0808
730,Does the distribution of health care benefits in Kenya meet the principles of universal coverage?,22233470,22233470,22233470,1,1,9.1566,9.1566
731,Cholesterol screening in school children: is family history reliable to choose the ones to screen?,17971187,8361788,8361788,0,0,4.3341,4.3341
732,Bony defects in chronic anterior posttraumatic dislocation of the shoulder: Is there a correlation between humeral and glenoidal lesions?,27394685,27394685,27394685,1,1,7.7347,7.7347
733,Do parents recall and understand children's weight status information after BMI screening?,25079920,25079920,25079920,1,1,7.5017,7.5017
734,Does ambulatory process of care predict health-related quality of life outcomes for patients with chronic disease?,17355582,17355582,17355582,1,1,5.2015,5.2015
735,Does perspective-taking increase patient satisfaction in medical encounters?,20736672,20736672,20736672,1,1,8.0980,8.0980
736,Is first-line single-agent mitoxantrone in the treatment of high-risk metastatic breast cancer patients as effective as combination chemotherapy?,12419743,12419743,12419743,1,1,8.6131,8.6131
737,Are patients with Werlhof's disease at increased risk for bleeding complications when undergoing cardiac surgery?,10973547,10973547,10973547,1,1,9.3655,9.3655
738,Is neck pain associated with worse health-related quality of life 6 months later?,25499207,25499207,25499207,1,1,8.3434,8.3434
739,Does oral α-galactosidase relieve irritable bowel symptoms?,26133538,26133538,26133538,1,1,4.1142,4.1142
740,Is there a connection between sublingual varices and hypertension?,26163474,26163474,26163474,1,1,5.9530,5.9530
741,Can CT predict the level of CSF block in tuberculous hydrocephalus?,14968373,14968373,14968373,1,1,6.6789,6.6789
742,MR arthrography of the shoulder: do we need local anesthesia?,24698298,17729004,24698298,0,1,5.2580,4.9598
743,Does cognitive function predict frequency compressed speech recognition in listeners with normal hearing and normal cognition?,23088164,23088164,23088164,1,1,7.6902,7.6902
744,Should cavitation in proximal surfaces be reported in cone beam computed tomography examination?,24481006,24481006,24481006,1,1,8.8138,8.8138
745,Do supervised colorectal trainees differ from consultants in terms of quality of TME surgery?,17032327,17999816,17032327,0,1,4.0344,5.1962
746,Affect-regulated exercise intensity: does training at an intensity that feels 'good' improve physical health?,22658587,22658587,22658587,1,1,8.5197,8.5197
747,Do socioeconomic differences in mortality persist after retirement?,8916748,8916748,8916748,1,1,6.2580,6.2580
748,Women with synchronous primary cancers of the endometrium and ovary: do they have Lynch syndrome?,16361634,16361634,16361634,1,1,5.9100,5.9100
749,Can emergency physicians accurately and reliably assess acute vertigo in the emergency department?,25756710,25756710,25756710,1,1,4.9901,4.9901
750,Orthostatic myoclonus: an underrecognized cause of unsteadiness?,23916653,23916653,23916653,1,1,5.9213,5.9213
751,Is the cell death in mesial temporal sclerosis apoptotic?,12790890,12790890,12790890,1,1,7.2586,7.2586
752,Contrast-enhanced MR imaging of hand and finger joints in patients with early rheumatoid arthritis: do we really need a full dose of gadobenate dimeglumine for assessing synovial enhancement at 3 T?,23449952,23449952,23449952,1,1,5.5389,5.5389
753,Does laparoscopic cholecystectomy influence peri-sinusoidal cell activity?,10430303,10430303,10430303,1,1,5.3063,5.3063
754,Does case-mix based reimbursement stimulate the development of process-oriented care delivery?,20605051,20605051,20605051,1,1,9.2709,9.2709
755,Risky sexual behavior among college students With ADHD: is the mother-child relationship protective?,23048048,23048048,23048048,1,1,8.7331,8.7331
756,Rotator cuff tear--an occupational disease?,16991071,16991071,16991071,1,1,4.0024,4.0024
757,Is there a need for pelvic CT scan in cases of renal cell carcinoma?,12090319,12090319,12090319,1,1,6.5736,6.5736
758,Prognostic factors for cervical spondylotic amyotrophy: are signs of spinal cord involvement associated with the neurological prognosis?,24614851,24614851,24614851,1,1,4.7035,4.7035
759,Parasacral sciatic nerve block: does the elicited motor response predict the success rate?,17578985,17578985,17578985,1,1,6.8249,6.8249
760,Is Bare-Metal Stent Implantation Still Justifiable in High Bleeding Risk Patients Undergoing Percutaneous Coronary Intervention?,26965932,26965932,27492658,1,0,3.7502,2.6365
761,Ovarian torsion in children: is oophorectomy necessary?,15137012,15137012,15137012,1,1,6.2107,6.2107
762,Does minimal access major surgery in the newborn hurt less?,21194998,14609893,21194998,0,1,-7.7417,4.9485
763,Does aerobic fitness influence microvascular function in healthy adults at risk of developing Type 2 diabetes?,15787677,16944096,15787677,0,1,6.2555,9.2398
764,Are high flow nasal cannulae noisier than bubble CPAP for preterm infants?,24625433,24625433,24625433,1,1,8.7021,8.7021
765,Nutritional assessment of gluten-free diet. Is gluten-free diet deficient in some nutrient?,25304452,25304452,25304452,1,1,7.4004,7.4004
766,Standardizing care in medical oncology: are Web-based systems the answer?,19711462,19711462,19711462,1,1,6.7347,6.7347
767,"Antiretroviral therapy related adverse effects: Can sub-Saharan Africa cope with the new ""test and treat"" policy of the World Health Organization?",28196511,28196511,28196511,1,1,6.5022,6.5022
768,Are the elderly with oropharyngeal carcinoma undertreated?,24591144,24591144,24591144,1,1,5.6456,5.6456
769,Preoperative staging of patients with liver metastases of colorectal carcinoma. Does PET/CT really add something to multidetector CT?,21431987,21431987,21431987,1,1,6.3411,6.3411
770,Can myometrial electrical activity identify patients in preterm labor?,18928979,18928979,18928979,1,1,8.3161,8.3161
771,Schizophrenia patients with high intelligence: A clinically distinct sub-type of schizophrenia?,25752725,25752725,25752725,1,1,5.5749,5.5749
772,Is ankle/arm pressure predictive for cardiovascular mortality in older patients living in nursing homes?,12855939,12855939,12855939,1,1,8.0657,8.0657
773,Is nasogastric decompression useful in prevention of leaks after laparoscopic sleeve gastrectomy?,24476003,24476003,24476003,1,1,7.7486,7.7486
774,The objective structured clinical examination: can physician-examiners participate from a distance?,24606627,24606627,24606627,1,1,5.1438,5.1438
775,CPAP therapy in patients with idiopathic pulmonary fibrosis and obstructive sleep apnea: does it offer a better quality of life and sleep?,23386371,23386371,23386371,1,1,5.3615,5.3615
776,Does open access endoscopy close the door to an adequately informed patient?,10922093,10922093,10922093,1,1,5.4524,5.4524
777,Is hypoalbuminemia an independent prognostic factor in patients with gastric cancer?,20602101,20602101,20602101,1,1,7.5224,7.5224
778,Can the postoperative pain level be predicted preoperatively?,18065862,18065862,18065862,1,1,6.9366,6.9366
779,Proliferative index obtained by DNA image cytometry. Does it add prognostic information in Auer IV breast cancer?,9569972,9569972,9569972,1,1,8.0657,8.0657
780,Does skin care frequency affect the severity of incontinence-associated dermatitis in critically ill patients?,25406780,25406780,25406780,1,1,7.6803,7.6803
781,Is primary angioplasty an acceptable alternative to thrombolysis?,20629769,11401118,11401118,0,0,5.8092,5.8092
782,Should HIV-infected patients be screened for silent myocardial ischaemia using gated myocardial perfusion SPECT?,23149821,23149821,23149821,1,1,8.2510,8.2510
783,Does the aggressive use of polyvalent antivenin for rattlesnake bites result in serious acute side effects?,11483547,11483547,11483547,1,1,6.5300,6.5300
784,Do resident's leadership skills relate to ratings of technical skill?,27884344,10742360,15006559,0,0,-4.2326,4.8334
785,The FOOTSTEP self-management foot care programme: are rheumatoid arthritis patients physically able to participate?,18800356,18800356,18800356,1,1,9.8948,9.8948
786,CYP2D6*4 allele and breast cancer risk: is there any association?,22301406,22301406,24887515,1,0,5.7164,3.7545
787,Does base deficit predict mortality in patients with severe traumatic brain injury?,26079501,26079501,26079501,1,1,8.8349,8.8349
788,Does increased use of private health care reduce the demand for NHS care?,15774570,15774570,15774570,1,1,8.5861,8.5861
789,Does confined placental mosaicism account for adverse perinatal outcomes in IVF pregnancies?,18319270,18319270,18319270,1,1,7.3025,7.3025
790,Utility of unenhanced fat-suppressed T1-weighted MRI in children with sickle cell disease -- can it differentiate bone infarcts from acute osteomyelitis?,26209118,26209118,26209118,1,1,6.2334,6.2334
791,Cancer of the buccal mucosa: are margins and T-stage accurate predictors of local control?,11713724,11713724,11713724,1,1,6.3556,6.3556
792,Can mass drug administration lead to the sustainable control of schistosomiasis?,25070942,25070942,27470241,1,0,4.3507,4.7701
793,Can D-dimer become a new diagnostic parameter for acute appendicitis?,19683101,19683101,19683101,1,1,6.2021,6.2021
794,Is there a relationship between rheumatoid arthritis and periodontal disease?,10783841,10783841,10783841,1,1,7.9628,7.9628
795,Do clinical variables predict pathologic radiographs in the first episode of wheezing?,11862129,11862129,8839522,1,0,7.1209,7.3259
796,Globulomaxillary cysts--do they really exist?,23455575,23455575,23455575,1,1,5.4991,5.4991
797,MiraLAX vs. Golytely: is there a significant difference in the adenoma detection rate?,21848798,21848798,21848798,1,1,7.9554,7.9554
798,Does government assistance improve utilization of eye care services by low-income individuals?,25103647,25103647,25103647,1,1,9.3194,9.3194
799,Does telmisartan prevent hepatic fibrosis in rats with alloxan-induced diabetes?,19406119,19406119,19406119,1,1,7.1526,7.1526
800,Two-year follow-up survey of patients with allergic contact dermatitis from an occupational cohort: is the prognosis dependent on the omnipresence of the allergen?,24359102,24359102,24359102,1,1,5.6289,5.6289
801,Can calprotectin predict relapse risk in inflammatory bowel disease?,18802997,18802997,21122498,1,0,7.6068,8.4628
802,Can nurse-led preoperative education reduce anxiety and postoperative complications of patients undergoing cardiac surgery?,26304701,26304701,26304701,1,1,8.9791,8.9791
803,Is there a discrepancy between patient and physician quality of life assessment?,19058191,23288613,17656405,0,0,-6.7060,4.5874
804,Impact of MPH programs: contributing to health system strengthening in low- and middle-income countries?,27549226,27549226,27549226,1,1,6.5378,6.5378
805,Is diffusion-weighted imaging a significant indicator of the development of vascularization in hypovascular hepatocellular lesions?,24799031,24799031,24799031,1,1,9.1659,9.1659
806,Are failures of anterior cruciate ligament reconstruction associated with steep posterior tibial slopes?,25043083,25043083,25043083,1,1,7.4589,7.4589
807,Does evidence-based practice improve patient outcomes?,26516021,26516021,27093184,1,0,7.6232,8.6712
808,Multidisciplinary decisions in breast cancer: does the patient receive what the team has recommended?,23736032,23736032,23736032,1,1,5.9382,5.9382
809,Does quilting suture prevent seroma in abdominoplasty?,17312514,17312514,25953479,1,0,7.8223,8.9068
810,Does feeding tube insertion and its timing improve survival?,23002947,23002947,23002947,1,1,6.0052,6.0052
811,Does prostate morphology affect outcomes after holmium laser enucleation?,23453079,23453079,23453079,1,1,9.0688,9.0688
812,Do acute changes in heart rate by isoproterenol affect aortic stiffness in patients with hypertension?,15053041,15053041,15053041,1,1,8.9874,8.9874
813,"""Occult"" posttraumatic lesions of the knee: can magnetic resonance substitute for diagnostic arthroscopy?",9465206,9465206,15298477,1,0,0.9123,1.6606
814,Could ESC (Electronic Stability Control) change the way we drive?,19593710,19593710,19593710,1,1,6.3792,6.3792
815,The insertion allele of the ACE gene I/D polymorphism. A candidate gene for insulin resistance?,8521557,11522714,8521557,0,1,5.4781,6.4469
816,Do ventricular arrhythmias in athletes subside over time?,24340838,24340838,24340838,1,1,7.0345,7.0345
817,Does ethnicity affect where people with cancer die?,24751724,24751724,22396445,1,0,3.5108,2.6274
818,Are patients with serious mental illness more likely to be admitted to nursing homes with more deficiencies in care?,21368683,21368683,21368683,1,1,9.5018,9.5018
819,Does an additional antirotation U-Blade (RC) lag screw improve treatment of AO/OTA 31 A1-3 fractures with gamma 3 nail?,27832831,27832831,27832831,1,1,5.8877,5.8877
820,The Omega-3 Index: a new risk factor for death from coronary heart disease?,15208005,15208005,15208005,1,1,7.1733,7.1733
821,May mean platelet volume levels be a predictor in the diagnosis of pelvic inflammatory disease?,24958650,24958650,24958650,1,1,7.4853,7.4853
822,Do cytokine concentrations in pancreatic juice predict the presence of pancreatic diseases?,16713745,16713745,16713745,1,1,7.5986,7.5986
823,Does the sex of acute stroke patients influence the effectiveness of rt-PA?,24669960,24669960,24669960,1,1,4.2050,4.2050
824,Are head and neck specific quality of life measures necessary?,9278754,9278754,9278754,1,1,8.1083,8.1083
825,Diabetes mellitus among Swedish art glass workers--an effect of arsenic exposure?,8738894,8738894,8738894,1,1,6.1829,6.1829
826,Does SYNTAX score predict in-hospital outcomes in patients with ST elevation myocardial infarction undergoing primary percutaneous coronary intervention?,24671913,24671913,24671913,1,1,9.5515,9.5515
827,Is micro-computed tomography reliable to determine the microstructure of the maxillary alveolar bone?,22540518,22540518,22540518,1,1,9.3444,9.3444
828,Does use of hydrophilic guidewires significantly improve technical success rates of peripheral PTA?,16538201,16538201,16538201,1,1,9.3465,9.3465
829,Does frozen section alter surgical management of multinodular thyroid disease?,17054994,17054994,17054994,1,1,8.7169,8.7169
830,Could chest wall rigidity be a factor in rapid death from illicit fentanyl abuse?,26999038,26999038,26999038,1,1,7.9037,7.9037
831,Is severe pain immediately after spinal augmentation a predictor of long-term outcomes?,23598835,23598835,23598835,1,1,6.9690,6.9690
832,Can computerised tomography replace bone scintigraphy in detecting bone metastases from breast cancer?,17890090,17890090,16951767,1,0,3.7625,5.5416
833,Does obesity impact the pattern and outcome of trauma in children?,22813804,22813804,22813804,1,1,8.2615,8.2615
834,Is non-invasive diagnosis of esophageal varices in patients with compensated hepatic cirrhosis possible by duplex Doppler ultrasonography?,26923375,26923375,26923375,1,1,5.5183,5.5183
835,Is (18)F-FDG a surrogate tracer to measure tumor hypoxia?,20304513,20304513,20304513,1,1,8.2241,8.2241
836,Can dogs prime autistic children for therapy?,21689015,21689015,21689015,1,1,6.4868,6.4868
837,Are 99mTc leukocyte scintigraphy and SBFT studies useful in children suspected of having inflammatory bowel disease?,10811329,10811329,10811329,1,1,8.6891,8.6891
838,Risk factors for avascular necrosis of bone in patients with systemic lupus erythematosus: is there a role for antiphospholipid antibodies?,10834864,10834864,10834864,1,1,7.8980,7.8980
839,Prostate bed target interfractional motion using RTOG consensus definitions and daily CT on rails : Does target motion differ between superior and inferior portions of the clinical target volume?,27909738,27909738,27909738,1,1,7.3134,7.3134
840,Esophagogastric devascularization without splenectomy in portal hypertension: safe and effective?,26063028,26063028,26063028,1,1,8.5457,8.5457
841,Does maternal obesity have an influence on feeding behavior of obese children?,25034219,25034219,25034219,1,1,9.3692,9.3692
842,Is plate clearing a risk factor for obesity?,25521278,25521278,25521278,1,1,9.0248,9.0248
843,Should lower limb fractures be treated surgically in patients with chronic spinal injuries?,27908583,27908583,27908583,1,1,10.6636,10.6636
844,Is vancomycin MIC creep a worldwide phenomenon?,23422012,23422012,23422012,1,1,7.6834,7.6834
845,Does short-term treatment with proton pump inhibitors cause rebound aggravation of symptoms?,11500608,11500608,11500608,1,1,7.4498,7.4498
846,Do family physicians make good sentinels for influenza?,8111516,8111516,8111516,1,1,2.3352,2.3352
847,Aberrant loss of dickkopf-3 in gastric cancer: can it predict lymph node metastasis preoperatively?,25604390,25604390,25604390,1,1,6.3271,6.3271
848,Is ganglionated plexi ablation during Maze IV procedure beneficial for postoperative long-term stable sinus rhythm?,25985014,25985014,25985014,1,1,7.6829,7.6829
849,Double reading of barium enemas: is it necessary?,14627582,14627582,14627582,1,1,5.0743,5.0743
850,Is severe macrosomia manifested at 11-14 weeks of gestation?,18570208,18570208,18570208,1,1,7.5289,7.5289
851,Do older adults with cancer fall more often?,23448747,23448747,25454770,1,0,6.9610,8.1654
852,Scrotal approach to both palpable and impalpable undescended testes: should it become our first choice?,20156655,20156655,20156655,1,1,4.8790,4.8790
853,Is grandmultiparity an independent risk factor for adverse perinatal outcomes?,16147837,16147837,11803095,1,0,-1.0291,3.8440
854,Does the investing layer of the deep cervical fascia exist?,16249670,16249670,16249670,1,1,5.5230,5.5230
855,Is crime associated with over-the-counter pharmacy syringe sales?,24495711,24495711,24495711,1,1,8.3233,8.3233
856,Is prophylactic fixation a cost-effective method to prevent a future contralateral fragility hip fracture?,20101129,20101129,20101129,1,1,6.7416,6.7416
857,Is double-balloon enteroscopy an accurate method to diagnose small-bowel disorders?,17593459,24798998,17593459,0,1,7.0813,7.7140
858,Does strategy training reduce age-related deficits in working memory?,24577079,24577079,24577079,1,1,5.1391,5.1391
859,Does the SCL 90-R obsessive-compulsive dimension identify cognitive impairments?,9582182,9582182,9582182,1,1,4.1447,4.1447
860,Is fetal anatomic assessment on follow-up antepartum sonograms clinically useful?,17715311,17715311,17715311,1,1,8.5846,8.5846
861,Is muscle power related to running speed with changes of direction?,12094116,12094116,12094116,1,1,6.6849,6.6849
862,Can magnetic resonance imaging accurately predict concordant pain provocation during provocative disc injection?,19430778,19430778,19430778,1,1,5.0729,5.0729
863,Is a 9-month treatment sufficient in tuberculous enterocolitis?,12848629,12848629,12848629,1,1,5.5893,5.5893
864,Does coronary angiography before emergency aortic surgery affect in-hospital mortality?,10732884,10732884,10732884,1,1,8.8613,8.8613
865,Is bicompartmental knee arthroplasty more favourable to knee muscle strength and physical performance compared to total knee arthroplasty?,23568387,23568387,23568387,1,1,9.1221,9.1221
866,Can gingival crevicular blood be relied upon for assessment of blood glucose level?,25675614,25675614,25675614,1,1,4.7076,4.7076
867,Predicting admission at triage: are nurses better than a simple objective score?,26864326,26864326,26864326,1,1,6.4794,6.4794
868,Target Serum Urate: Do Gout Patients Know Their Goal?,26784147,26784147,26784147,1,1,6.1155,6.1155
869,Diagnosis and follow-up in constipated children: should we use ultrasound?,20850631,20850631,20850631,1,1,0.2997,0.2997
870,Are neighbourhood social capital and availability of sports facilities related to sports participation among Dutch adolescents?,22849512,22849512,22849512,1,1,8.7194,8.7194
871,Did the call for boycott by the Catholic bishops affect the polio vaccination coverage in Kenya in 2015?,27642458,27642458,27642458,1,1,8.6020,8.6020
872,Recurrent spontaneous abortion and skewed X-inactivation: is there an association?,17403428,17403428,17403428,1,1,7.9137,7.9137
873,Does increased patient awareness improve accrual into cancer-related clinical trials?,21252642,21252642,21252642,1,1,6.2345,6.2345
874,Does airway surgery lower serum lipid levels in obstructive sleep apnea patients?,25503376,25503376,25503376,1,1,7.5943,7.5943
875,Is withdrawal-induced anxiety in alcoholism based on beta-endorphin deficiency?,12172698,12172698,12172698,1,1,4.2147,4.2147
876,Do older patients receive adequate stroke care?,19351635,19351635,21641817,1,0,5.0712,5.2596
877,Doppler examination of uteroplacental circulation in early pregnancy: can it predict adverse outcome?,17551944,17551944,17551944,1,1,6.7306,6.7306
878,Can vitamin C prevent complex regional pain syndrome in patients with wrist fractures?,17606778,17606778,17606778,1,1,8.8570,8.8570
879,Is digoxin use for cardiovascular disease associated with risk of prostate cancer?,24318956,24318956,24318956,1,1,7.1864,7.1864
880,Are income-related differences in active travel associated with physical environmental characteristics?,26044262,26044262,26044262,1,1,8.4607,8.4607
881,Can Roux-en-Y gastric bypass provide a lifelong solution for diabetes mellitus?,20011163,20011163,19460674,1,0,2.0424,3.2091
882,Does the severity of obstructive sleep apnea predict patients requiring high continuous positive airway pressure?,16735905,16735905,16735905,1,1,7.9548,7.9548
883,"Do the changes in the serum levels of IL-2, IL-4, TNFalpha, and IL-6 reflect the inflammatory activity in the patients with post-ERCP pancreatitis?",18670651,18670651,18670651,1,1,6.7490,6.7490
884,Is routine intraoperative frozen-section examination of sentinel lymph nodes in breast cancer worthwhile?,11034241,18156934,11034241,0,1,4.1921,7.4653
885,Preoperative platelet count in esophageal squamous cell carcinoma: is it a prognostic factor?,24013712,24013712,24013712,1,1,8.0158,8.0158
886,Can we predict urinary stone composition based on an analysis of microelement concentration in the hair and urine?,23240452,23240452,23240452,1,1,5.4063,5.4063
887,Could ADMA levels in young adults born preterm predict an early endothelial dysfunction?,21420186,21420186,21420186,1,1,4.4073,4.4073
888,Can fractional lasers enhance transdermal absorption of topical lidocaine in an in vivo animal model?,22302761,22302761,22302761,1,1,8.2995,8.2995
889,Does intra-abdominal desmoid disease affect patients with an ileal pouch differently than those with an ileorectal anastomosis?,21979183,21979183,27085760,1,0,5.3723,2.6404
890,Does anastomotic leakage affect functional outcome after rectal resection for cancer?,12607120,12607120,12607120,1,1,7.8970,7.8970
891,Health care for immigrants in Europe: is there still consensus among country experts about principles of good practice?,21914194,21914194,21914194,1,1,8.2438,8.2439
892,Can clinical supervision sustain our workforce in the current healthcare landscape?,25725704,25725704,25725704,1,1,1.7883,1.7883
893,Is the determination of specific IgE against components using ISAC 112 a reproducible technique?,24516646,24516646,24516646,1,1,7.0815,7.0815
894,Is the first urinary albumin/creatinine ratio (ACR) in women with suspected preeclampsia a prognostic factor for maternal and neonatal adverse outcome?,28247485,28247485,28247485,1,1,8.2309,8.2309
895,Is there awareness of pharmaceutical expenditure in the reformed primary care system?,11334578,11334578,11334578,1,1,5.0137,5.0137
896,Do women with ovaries of polycystic morphology without any other features of PCOS benefit from short-term metformin co-treatment during IVF?,21593045,21593045,21593045,1,1,7.8034,7.8034
897,Estimated fetal weight by ultrasound: a modifiable risk factor for cesarean delivery?,22902073,22902073,22902073,1,1,7.8172,7.8172
